1	-166.573
2	-235.390
3	-213.045
4	-180.313
5	-167.364
6	-116.024
7	-131.003
8	-183.666
9	-189.191
10	-188.049
11	-194.845
12	-168.607
13	-127.487
14	-126.415
15	-179.135
16	-183.493
17	-197.578
18	-208.993
19	-178.875
20	-149.640
21	-138.986
22	-157.934
23	-176.937
24	-202.332
25	-211.854
26	-186.098
27	-172.422
28	-122.541
29	-132.853
30	-183.284
31	-192.231
32	-178.966
33	-184.229
34	-155.759
35	-138.205
36	-141.049
37	-133.272
38	-158.069
39	-186.153
40	-177.720
41	-179.185
42	-174.155
43	 -94.771
44	-158.743
45	-164.604
46	-182.144
47	-201.644
48	-194.986
49	-201.198
50	-177.871
51	-155.262
52	-162.482
53	-191.442
54	-183.798
55	-193.459
56	-175.199
57	-159.310
58	-162.499
59	-177.980
60	-173.617
61	-194.364
62	-163.717
63	-181.383
64	-171.707
65	-145.930
66	-162.256
67	-178.339
68	-194.764
69	-202.387
70	-179.169
71	-167.820
72	-168.944
73	-179.072
74	-180.190
75	-169.506
76	-178.608
77	-196.024
78	-175.896
79	-143.410
80	-139.649
81	-175.860
82	-188.521
83	-201.864
84	-178.876
85	-168.007
86	-186.061
87	-169.369
88	-176.451
89	-190.854
90	-188.925
91	-180.451
92	-176.775
93	-157.147
94	-159.104
95	-190.213
96	-182.296
97	-186.809
98	-186.451
99	-137.906
100	-158.662
101	-181.806
102	-211.337
103	-199.687
104	-156.790
105	-158.658
106	-155.009
107	-183.480
108	-210.469
109	-174.207
110	-152.930
111	-161.215
112	-173.210
113	-193.199
114	-178.258
115	-154.523
116	-163.443
117	-193.599
118	-184.358
119	-171.816
120	-149.937
121	-162.705
122	-195.459
123	-194.840
124	-183.905
125	-156.088
126	-157.495
127	-190.299
128	-184.584
129	-197.639
130	-174.854
131	-161.852
132	-177.538
133	-169.445
134	-174.049
135	-180.872
136	-184.846
137	-168.423
138	-159.203
139	-177.897
140	-183.305
141	-200.775
142	-191.101
143	-157.115
144	-166.439
145	-166.635
146	-208.088
147	-207.465
148	-175.043
149	-184.608
150	-173.145
151	-151.286
152	-163.052
153	-187.841
154	-174.256
155	-188.073
156	-196.402
157	-167.249
158	-159.584
159	-167.585
160	-188.541
161	-208.714
162	-193.997
163	-180.962
164	-172.383
165	-147.873
166	-151.163
167	-161.785
168	-194.350
169	-201.257
